pin,slack
g_OLED_interface/s_state_reg[4]:CLK,
g_OLED_interface/s_state_reg[4]:D,
g_OLED_interface/s_state_reg[4]:Q,
g_OLED_interface/s_ASCII[668]:ALn,
g_OLED_interface/s_ASCII[668]:CLK,
g_OLED_interface/s_ASCII[668]:D,
g_OLED_interface/s_ASCII[668]:EN,
g_OLED_interface/s_ASCII[668]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.m654_2_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.m654_2_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.m654_2_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.m654_2_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.m654_2_0:Y,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_PIXEL_COUNT_reglde_0_a3:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_PIXEL_COUNT_reglde_0_a3:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_PIXEL_COUNT_reglde_0_a3:C,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_PIXEL_COUNT_reglde_0_a3:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m538_1_0_wmux:A,
g_OLED_interface/font/s_PIXEL_63_6_.m538_1_0_wmux:B,
g_OLED_interface/font/s_PIXEL_63_6_.m538_1_0_wmux:C,
g_OLED_interface/font/s_PIXEL_63_6_.m538_1_0_wmux:D,
g_OLED_interface/font/s_PIXEL_63_6_.m538_1_0_wmux:Y,
g_OLED_interface/s_ASCII_8[725]:A,
g_OLED_interface/s_ASCII_8[725]:B,
g_OLED_interface/s_ASCII_8[725]:Y,
g_OLED_interface/s_ASCII[484]:ALn,
g_OLED_interface/s_ASCII[484]:CLK,
g_OLED_interface/s_ASCII[484]:D,
g_OLED_interface/s_ASCII[484]:EN,
g_OLED_interface/s_ASCII[484]:Q,
JA_obuf[7]/U_IOPAD:D,
JA_obuf[7]/U_IOPAD:E,
JA_obuf[7]/U_IOPAD:PAD,
g_OLED_interface/s_ASCII[680]:ALn,
g_OLED_interface/s_ASCII[680]:CLK,
g_OLED_interface/s_ASCII[680]:D,
g_OLED_interface/s_ASCII[680]:EN,
g_OLED_interface/s_ASCII[680]:Q,
g_OLED_interface/s_ASCII_8[653]:A,
g_OLED_interface/s_ASCII_8[653]:B,
g_OLED_interface/s_ASCII_8[653]:Y,
g_OLED_interface/s_ASCII_8[458]:A,
g_OLED_interface/s_ASCII_8[458]:B,
g_OLED_interface/s_ASCII_8[458]:Y,
g_OLED_interface/s_ASCII_8[372]:A,
g_OLED_interface/s_ASCII_8[372]:B,
g_OLED_interface/s_ASCII_8[372]:Y,
g_OLED_interface/s_ASCII[362]:ALn,
g_OLED_interface/s_ASCII[362]:CLK,
g_OLED_interface/s_ASCII[362]:D,
g_OLED_interface/s_ASCII[362]:EN,
g_OLED_interface/s_ASCII[362]:Q,
g_OLED_interface/s_ASCII_8[552]:A,
g_OLED_interface/s_ASCII_8[552]:B,
g_OLED_interface/s_ASCII_8[552]:Y,
g_OLED_interface/s_ASCII[737]:ALn,
g_OLED_interface/s_ASCII[737]:CLK,
g_OLED_interface/s_ASCII[737]:D,
g_OLED_interface/s_ASCII[737]:EN,
g_OLED_interface/s_ASCII[737]:Q,
g_OLED_interface/s_ASCII_8[560]:A,
g_OLED_interface/s_ASCII_8[560]:B,
g_OLED_interface/s_ASCII_8[560]:Y,
g_OLED_interface/s_ASCII_8[497]:A,
g_OLED_interface/s_ASCII_8[497]:B,
g_OLED_interface/s_ASCII_8[497]:Y,
g_OLED_interface/s_ASCII[256]:ALn,
g_OLED_interface/s_ASCII[256]:CLK,
g_OLED_interface/s_ASCII[256]:D,
g_OLED_interface/s_ASCII[256]:EN,
g_OLED_interface/s_ASCII[256]:Q,
g_OLED_interface/s_ASCII_8[730]:A,
g_OLED_interface/s_ASCII_8[730]:B,
g_OLED_interface/s_ASCII_8[730]:Y,
g_OLED_interface/s_ASCII_8[193]:A,
g_OLED_interface/s_ASCII_8[193]:B,
g_OLED_interface/s_ASCII_8[193]:Y,
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_22:B,7893
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_22:CC,7714
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_22:P,7893
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_22:S,7714
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_22:Y3,
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_22:Y3A,
g_OLED_interface/s_count_reg_cry[14]:B,
g_OLED_interface/s_count_reg_cry[14]:CC,
g_OLED_interface/s_count_reg_cry[14]:P,
g_OLED_interface/s_count_reg_cry[14]:S,
g_OLED_interface/s_count_reg_cry[14]:Y3,
g_OLED_interface/s_count_reg_cry[14]:Y3A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_5:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_5:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_5:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_5:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_5:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m207:A,
g_OLED_interface/font/s_PIXEL_63_6_.m207:B,
g_OLED_interface/font/s_PIXEL_63_6_.m207:C,
g_OLED_interface/font/s_PIXEL_63_6_.m207:Y,
g_OLED_interface/s_ASCII_8[729]:A,
g_OLED_interface/s_ASCII_8[729]:B,
g_OLED_interface/s_ASCII_8[729]:Y,
g_OLED_interface/s_ASCII_8[370]:A,
g_OLED_interface/s_ASCII_8[370]:B,
g_OLED_interface/s_ASCII_8[370]:Y,
g_OLED_interface/s_ASCII[688]:ALn,
g_OLED_interface/s_ASCII[688]:CLK,
g_OLED_interface/s_ASCII[688]:D,
g_OLED_interface/s_ASCII[688]:EN,
g_OLED_interface/s_ASCII[688]:Q,
g_OLED_interface/s_ASCII[205]:ALn,
g_OLED_interface/s_ASCII[205]:CLK,
g_OLED_interface/s_ASCII[205]:D,
g_OLED_interface/s_ASCII[205]:EN,
g_OLED_interface/s_ASCII[205]:Q,
g_OLED_interface/s_ASCII[753]:ALn,
g_OLED_interface/s_ASCII[753]:CLK,
g_OLED_interface/s_ASCII[753]:D,
g_OLED_interface/s_ASCII[753]:EN,
g_OLED_interface/s_ASCII[753]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.m87_i:A,
g_OLED_interface/font/s_PIXEL_63_6_.m87_i:B,
g_OLED_interface/font/s_PIXEL_63_6_.m87_i:C,
g_OLED_interface/font/s_PIXEL_63_6_.m87_i:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m207_i:A,
g_OLED_interface/font/s_PIXEL_63_6_.m207_i:B,
g_OLED_interface/font/s_PIXEL_63_6_.m207_i:C,
g_OLED_interface/font/s_PIXEL_63_6_.m207_i:Y,
g_OLED_interface/s_ASCII[69]:ALn,
g_OLED_interface/s_ASCII[69]:CLK,
g_OLED_interface/s_ASCII[69]:D,
g_OLED_interface/s_ASCII[69]:EN,
g_OLED_interface/s_ASCII[69]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[6]:ALn,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[6]:CLK,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[6]:D,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[6]:EN,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[6]:Q,
g_OLED_interface/s_ASCII_8[292]:A,
g_OLED_interface/s_ASCII_8[292]:B,
g_OLED_interface/s_ASCII_8[292]:Y,
g_OLED_interface/s_count_reg[2]:ALn,
g_OLED_interface/s_count_reg[2]:CLK,
g_OLED_interface/s_count_reg[2]:D,
g_OLED_interface/s_count_reg[2]:EN,
g_OLED_interface/s_count_reg[2]:Q,
g_OLED_interface/s_count_reg[2]:SLn,
g_OLED_interface/s_ASCII_8[488]:A,
g_OLED_interface/s_ASCII_8[488]:B,
g_OLED_interface/s_ASCII_8[488]:Y,
g_OLED_interface/s_ASCII_8[437]:A,
g_OLED_interface/s_ASCII_8[437]:B,
g_OLED_interface/s_ASCII_8[437]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_3_RNO_4:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_3_RNO_4:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_3_RNO_4:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_3_RNO_4:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_3_RNO_4:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m2:A,
g_OLED_interface/font/s_PIXEL_63_6_.m2:B,
g_OLED_interface/font/s_PIXEL_63_6_.m2:C,
g_OLED_interface/font/s_PIXEL_63_6_.m2:Y,
g_OLED_interface/s_ASCII_8[133]:A,
g_OLED_interface/s_ASCII_8[133]:B,
g_OLED_interface/s_ASCII_8[133]:Y,
g_OLED_interface/s_ASCII[348]:ALn,
g_OLED_interface/s_ASCII[348]:CLK,
g_OLED_interface/s_ASCII[348]:D,
g_OLED_interface/s_ASCII[348]:EN,
g_OLED_interface/s_ASCII[348]:Q,
g_OLED_interface/SCLK_clock_divider/s_ms_reg[23]:ALn,
g_OLED_interface/SCLK_clock_divider/s_ms_reg[23]:CLK,6652
g_OLED_interface/SCLK_clock_divider/s_ms_reg[23]:D,7684
g_OLED_interface/SCLK_clock_divider/s_ms_reg[23]:Q,6652
g_OLED_interface/un1_s_ASCII_col_reg_2_1.un1_s_state_reg_3_sqmuxa_1_0_RNI9KCP3:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.un1_s_state_reg_3_sqmuxa_1_0_RNI9KCP3:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.un1_s_state_reg_3_sqmuxa_1_0_RNI9KCP3:C,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.un1_s_state_reg_3_sqmuxa_1_0_RNI9KCP3:Y,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_3[2]:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_3[2]:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.s_state_reg_ns_0_o2_0_3[2]:Y,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_RNO[13]:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_RNO[13]:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_RNO[13]:C,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg_RNO[13]:Y,
g_OLED_interface/s_ASCII[613]:ALn,
g_OLED_interface/s_ASCII[613]:CLK,
g_OLED_interface/s_ASCII[613]:D,
g_OLED_interface/s_ASCII[613]:EN,
g_OLED_interface/s_ASCII[613]:Q,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[6]:A,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[6]:B,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[6]:C,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[6]:Y,
g_OLED_interface/s_DATA[6]:ALn,
g_OLED_interface/s_DATA[6]:CLK,
g_OLED_interface/s_DATA[6]:D,
g_OLED_interface/s_DATA[6]:EN,
g_OLED_interface/s_DATA[6]:Q,
g_OLED_interface/s_ASCII_8[145]:A,
g_OLED_interface/s_ASCII_8[145]:B,
g_OLED_interface/s_ASCII_8[145]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_3_RNO_1:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_3_RNO_1:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_3_RNO_1:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_3_RNO_1:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_3_RNO_1:Y,
g_OLED_interface/s_ASCII_8[626]:A,
g_OLED_interface/s_ASCII_8[626]:B,
g_OLED_interface/s_ASCII_8[626]:Y,
g_OLED_interface/s_ASCII_8[232]:A,
g_OLED_interface/s_ASCII_8[232]:B,
g_OLED_interface/s_ASCII_8[232]:Y,
g_OLED_interface/s_ASCII[520]:ALn,
g_OLED_interface/s_ASCII[520]:CLK,
g_OLED_interface/s_ASCII[520]:D,
g_OLED_interface/s_ASCII[520]:EN,
g_OLED_interface/s_ASCII[520]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_53_2_1_wmux_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_53_2_1_wmux_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_53_2_1_wmux_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_53_2_1_wmux_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_53_2_1_wmux_0:Y,
g_OLED_interface/s_ASCII_8[605]:A,
g_OLED_interface/s_ASCII_8[605]:B,
g_OLED_interface/s_ASCII_8[605]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_12_RNO_5:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_12_RNO_5:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_12_RNO_5:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_12_RNO_5:Y,
g_OLED_interface/s_ASCII[448]:ALn,
g_OLED_interface/s_ASCII[448]:CLK,
g_OLED_interface/s_ASCII[448]:D,
g_OLED_interface/s_ASCII[448]:EN,
g_OLED_interface/s_ASCII[448]:Q,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.N_74_mux_i:A,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.N_74_mux_i:B,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.N_74_mux_i:C,
g_OLED_interface/un1_s_ASCII_col_reg_2_1.N_74_mux_i:Y,
g_OLED_interface/s_ASCII[402]:ALn,
g_OLED_interface/s_ASCII[402]:CLK,
g_OLED_interface/s_ASCII[402]:D,
g_OLED_interface/s_ASCII[402]:EN,
g_OLED_interface/s_ASCII[402]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_0_RNO_0:Y,
g_OLED_interface/s_ASCII[220]:ALn,
g_OLED_interface/s_ASCII[220]:CLK,
g_OLED_interface/s_ASCII[220]:D,
g_OLED_interface/s_ASCII[220]:EN,
g_OLED_interface/s_ASCII[220]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[12]:ALn,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[12]:CLK,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[12]:D,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[12]:EN,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[12]:Q,
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_24:B,7897
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_24:CC,7740
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_24:P,7897
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_24:S,7740
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_24:Y3,
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_24:Y3A,
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_27:B,7977
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_27:CC,7713
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_27:P,7977
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_27:S,7713
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_27:Y3,
g_OLED_interface/SCLK_clock_divider/un11_s_ms_next_cry_27:Y3A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_13_RNO_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_13_RNO_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_13_RNO_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_13_RNO_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_13_RNO_0:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_53_2_1_0_wmux:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_53_2_1_0_wmux:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_53_2_1_0_wmux:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_53_2_1_0_wmux:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_53_2_1_0_wmux:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m62:A,
g_OLED_interface/font/s_PIXEL_63_6_.m62:B,
g_OLED_interface/font/s_PIXEL_63_6_.m62:C,
g_OLED_interface/font/s_PIXEL_63_6_.m62:Y,
g_OLED_interface/s_ASCII_8[389]:A,
g_OLED_interface/s_ASCII_8[389]:B,
g_OLED_interface/s_ASCII_8[389]:Y,
g_OLED_interface/s_ASCII[748]:ALn,
g_OLED_interface/s_ASCII[748]:CLK,
g_OLED_interface/s_ASCII[748]:D,
g_OLED_interface/s_ASCII[748]:EN,
g_OLED_interface/s_ASCII[748]:Q,
g_OLED_interface/s_count_reg[19]:ALn,
g_OLED_interface/s_count_reg[19]:CLK,
g_OLED_interface/s_count_reg[19]:D,
g_OLED_interface/s_count_reg[19]:EN,
g_OLED_interface/s_count_reg[19]:Q,
g_OLED_interface/s_count_reg[19]:SLn,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_3:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_3:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_3:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_0_wmux_RNO_3:Y,
g_OLED_interface/s_ASCII[282]:ALn,
g_OLED_interface/s_ASCII[282]:CLK,
g_OLED_interface/s_ASCII[282]:D,
g_OLED_interface/s_ASCII[282]:EN,
g_OLED_interface/s_ASCII[282]:Q,
g_OLED_interface/s_ASCII_8[548]:A,
g_OLED_interface/s_ASCII_8[548]:B,
g_OLED_interface/s_ASCII_8[548]:Y,
g_OLED_interface/s_ASCII[410]:ALn,
g_OLED_interface/s_ASCII[410]:CLK,
g_OLED_interface/s_ASCII[410]:D,
g_OLED_interface/s_ASCII[410]:EN,
g_OLED_interface/s_ASCII[410]:Q,
g_OLED_interface/s_ASCII[296]:ALn,
g_OLED_interface/s_ASCII[296]:CLK,
g_OLED_interface/s_ASCII[296]:D,
g_OLED_interface/s_ASCII[296]:EN,
g_OLED_interface/s_ASCII[296]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[24]:ALn,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[24]:CLK,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[24]:D,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[24]:EN,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[24]:Q,
g_OLED_interface/s_ASCII[364]:ALn,
g_OLED_interface/s_ASCII[364]:CLK,
g_OLED_interface/s_ASCII[364]:D,
g_OLED_interface/s_ASCII[364]:EN,
g_OLED_interface/s_ASCII[364]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_10:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_10:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_10:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_10:Y,
g_OLED_interface/s_ASCII_8[424]:A,
g_OLED_interface/s_ASCII_8[424]:B,
g_OLED_interface/s_ASCII_8[424]:Y,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[2]:A,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[2]:B,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[2]:C,
g_OLED_interface/s_PIXEL_COUNT_reg_lm_0[2]:Y,
g_OLED_interface/s_DATA[15]:ALn,
g_OLED_interface/s_DATA[15]:CLK,
g_OLED_interface/s_DATA[15]:D,
g_OLED_interface/s_DATA[15]:EN,
g_OLED_interface/s_DATA[15]:Q,
g_OLED_interface/s_ASCII_8[612]:A,
g_OLED_interface/s_ASCII_8[612]:B,
g_OLED_interface/s_ASCII_8[612]:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_18:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_18:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_18:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_18:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_18:Y,
g_OLED_interface/font/s_PIXEL_63_6_.m399:A,
g_OLED_interface/font/s_PIXEL_63_6_.m399:B,
g_OLED_interface/font/s_PIXEL_63_6_.m399:C,
g_OLED_interface/font/s_PIXEL_63_6_.m399:Y,
g_OLED_interface/s_ASCII[378]:ALn,
g_OLED_interface/s_ASCII[378]:CLK,
g_OLED_interface/s_ASCII[378]:D,
g_OLED_interface/s_ASCII[378]:EN,
g_OLED_interface/s_ASCII[378]:Q,
g_OLED_interface/s_ASCII_8[658]:A,
g_OLED_interface/s_ASCII_8[658]:B,
g_OLED_interface/s_ASCII_8[658]:Y,
g_OLED_interface/s_ASCII[437]:ALn,
g_OLED_interface/s_ASCII[437]:CLK,
g_OLED_interface/s_ASCII[437]:D,
g_OLED_interface/s_ASCII[437]:EN,
g_OLED_interface/s_ASCII[437]:Q,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_14_RNO_0:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_14_RNO_0:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_14_RNO_0:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_14_RNO_0:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_63_1_0_wmux_14_RNO_0:Y,
g_OLED_interface/s_ASCII[317]:ALn,
g_OLED_interface/s_ASCII[317]:CLK,
g_OLED_interface/s_ASCII[317]:D,
g_OLED_interface/s_ASCII[317]:EN,
g_OLED_interface/s_ASCII[317]:Q,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_10_3_155_i_m2:A,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_10_3_155_i_m2:B,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_10_3_155_i_m2:C,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/o_DATA_10_3_155_i_m2:Y,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_1_wmux_RNO:A,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_1_wmux_RNO:B,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_1_wmux_RNO:C,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_1_wmux_RNO:D,
g_OLED_interface/font/s_PIXEL_63_6_.s_ASCII_PIXEL_pmux_38_1_1_wmux_RNO:Y,
g_OLED_interface/SCLK_clock_divider/o_CLK_DIV4_13:A,5809
g_OLED_interface/SCLK_clock_divider/o_CLK_DIV4_13:B,5768
g_OLED_interface/SCLK_clock_divider/o_CLK_DIV4_13:Y,5768
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[36]:ALn,
g_OLED_interface/g_Nbit_MOSI_SPI_Buffer_Combined/g_Nbit_MOSI_SPI_Buffer/s_data_reg[36]:CLK,
